Symbol,Ticker,Name,Market Cap (Original),Original Currency,Market Cap (EUR),Market Cap (USD),Exchange,Price,Active,Description,Homepage URL,Employees,Revenue,Revenue (USD),Working Capital Ratio,Quick Ratio,EPS,P/E Ratio,D/E Ratio,ROE,Timestamp
FRAS.L,FRAS.L,Frasers Group plc,2466969982,GBp,2466969982,2466969982,LSE,593.0,true,"Frasers Group plc, together with its subsidiaries, retails sports and leisure clothing, footwear, equipment, and apparel through department stores, shops, and online in the United Kingdom and internationally. The company operates through five segments: UK Sports Retail, Premium Lifestyle, European Retail, Rest of World Retail, and Wholesale & Licensing. It is also involved in the wholesale distribution and sale of sports and leisure clothing, footwear, equipment, and apparel; and licensing activities. The company offers its products under its own and third party brands, which include Slazenger, Everlast, Lonsdale, Karrimor, 18montrose, Evans Cycles, Flannels, Frasers, Game, House of Fraser, Jack Wills, Sofa.com, Sports Direct, USC, Flannels, Cruise, van mildert, House of Fraser, Sofa.com, and Jack Wills. As of April 25, 2021, it operated 806 sports retail stores in the United Kingdom; 486 sports retail stores in Europe; 33 stores in Malaysia; 44 stores in the United States; and 179 Premium Lifestyle stores. The company was formerly known as Sports Direct International plc and changed its name to Frasers Group plc in December 2019. Frasers Group plc was founded in 1982 and is headquartered in Shirebrook, the United Kingdom. Frasers Group plc operates as a subsidiary of MASH Holdings Limited.",https://www.frasers.group,32000,5537700000,5537700000,,,,,,,2025-01-23T14:08:36.321625+00:00
BKE,BKE,"The Buckle, Inc.",2437650138,USD,2437650138,2437650138,NYSE,48.01,true,"The Buckle, Inc. operates as a retailer of casual apparel, footwear, and accessories for young men and women in the United States. It markets a selection of brand name casual apparel, including denims, other casual bottoms, tops, sportswear, outerwear, accessories, and footwear, as well as private label merchandise primarily comprising BKE, Buckle Black, Salvage, Red by BKE, Daytrip, Gimmicks, Gilded Intent, FITZ + EDDI, Willow & Root, Outpost Makers, Departwest, Reclaim, BKE Vintage, Nova Industries, J.B. Holt, and Veece. The company also provides services, such as hemming, gift-packaging, layaways, guest loyalty program, the Buckle private label credit card, and personalized stylist services, as well as special order system that allows stores to obtain requested merchandise from other company stores or its online order fulfillment center. As of March 11, 2022, it operated 440 retail stores in 42 states under the Buckle and The Buckle names. The Buckle, Inc. also sells its products through its website, buckle.com. The company was formerly known as Mills Clothing, Inc. and changed its name to The Buckle, Inc. in April 1991. The Buckle, Inc. was incorporated in 1948 and is headquartered in Kearney, Nebraska.",https://www.buckle.com,2800,1261102000,1261102000,,,,,,,2025-01-23T14:09:19.565540+00:00
2368.HK,2368.HK,Eagle Nice (International) Holdings Limited,2359879800,HKD,2359879800,2359879800,HKSE,4.11,true,"Eagle Nice (International) Holdings Limited, an investment holding company, manufactures and trades in sportswear and garments in Mainland China, the United States, Europe, Japan, and internationally. Its sportswear, such as down jackets, tracksuits, sweaters, sports pants, etc. Eagle Nice (International) Holdings Limited was founded in 1993 and is headquartered in Kwai Chung, Hong Kong.",https://www.eaglenice.com.hk,18600,4074668000,4074668000,,,,,,,2025-01-23T14:08:44.295879+00:00
RVLV,RVLV,"Revolve Group, Inc.",2208426841,USD,2208426841,2208426841,NYSE,31.21,true,"Revolve Group, Inc. operates as an online fashion retailer for consumers in the United States and internationally. The company operates in two segments, REVOLVE and FWRD. It operates a platform that connects consumers and global fashion influencers, as well as emerging, established, and owned brands. The company offers women's apparel, footwear, accessories, and beauty styles under established and emerging brands, as well as owned brands. It also provides various luxury brands. The company was formerly known as Advance Holdings, LLC and changed its name to Revolve Group, Inc. in October 2018. Revolve Group, Inc. was founded in 2003 and is headquartered in Cerritos, California.",https://www.revolve.com,1478,1068719000,1068719000,,,,,,,2025-01-23T14:09:21.306017+00:00
ZGN,ZGN,Ermenegildo Zegna N.V.,2155632640,USD,2155632640,2155632640,NYSE,8.54,true,"Ermenegildo Zegna N.V., together with its subsidiaries, designs, manufactures, markets, and distributes luxury menswear, footwear, leather goods, and other accessories under the Zegna and the Thom Browne brands. It provides luxury leisurewear for men; formal suits, tuxedos, shirts, blazers, formal overcoats, and accessories; leather accessories comprising shoes, bags, belts, and small leather accessories; and fragrances. The company also offers luxury womenswear and childrenswear under the Thom Browne brand, as well as provides eyewear, cufflinks and jewelry, watches, underwear, and beachwear manufactured by third parties under licenses. It serves customers through its retail stores and online channels in Europe, the Middle East, Africa, North America, Latin America, the Asia Pacific, and internationally. The company was founded in 1910 and is based in Trivero, Italy. Ermenegildo Zegna N.V. is a subsidiary of Monterubello Societa' Semplice.",https://www.zegna.com,7448,1904549000,1904549000,,,,,,,2025-01-23T14:09:10.748284+00:00
FL,FL,"Foot Locker, Inc.",1977484676,USD,1977484676,1977484676,NYSE,20.84,true,"Foot Locker, Inc., through its subsidiaries, operates as an athletic footwear and apparel retailer. The company engages in the retail of athletic footwear, apparel, accessories, equipment, and team licensed merchandise under the Foot Locker, Lady Foot Locker, Kids Foot Locker, Champs Sports, Eastbay, atmos, WSS, Footaction, and Sidestep brand names. As of January 29, 2022, it operated 2,858 retail stores in 28 countries across the United States, Canada, Europe, Australia, New Zealand, and Asia; and 142 franchised Foot Locker stores located in the Middle East and Asia. The company also offers its products through various e-commerce sites and mobile apps. Foot Locker, Inc. was founded in 1879 and is headquartered in New York, New York.",https://www.footlocker-inc.com,14335,8168000000,8168000000,,,,,,,2025-01-23T14:08:52.967289+00:00
CRI,CRI,"Carter's, Inc.",1973845076,USD,1973845076,1973845076,NYSE,54.77,true,"Carter's, Inc., together with its subsidiaries, designs, sources, and markets branded childrenswear under the Carter's, OshKosh, Skip Hop, Child of Mine, Just One You, Simple Joys, Carter's My First Love, little planet, and other brands in the United States and internationally. The company operates through three segments: U.S. Retail, U.S. Wholesale, and International. Its Carter's products include babies and young children products, such as bodysuits, pants, dresses, knit sets, blankets, layette essentials, bibs, booties, sleep and play products, rompers, and jumpers; and OshKosh brand products comprise playclothes, such as denim apparel products with multiple wash treatments and coordinating garments, overalls, woven bottoms, knit tops, and bodysuits. The company also provides products for playtime, travel, mealtime, bathtime, and homegear, as well as kid's bags and diaper bags under the Skip Hop brand. In addition, it offers bedding, cribs, diaper bags, footwear, gift sets, hair accessories, jewelry, outerwear, paper goods, socks, shoes, swimwear, and toys. The company operates 18,800 wholesale locations, including department stores, national chain stores, and specialty stores. As of December 31, 2021, it operated 980 retail stores. The company also sells its products through its eCommerce websites, such as carters.com, oshkoshbgosh.com, oshkosh.com, and skiphop.com, as well as other international wholesale accounts and licensees. Carter's, Inc. was founded in 1865 and is headquartered in Atlanta, Georgia.",https://www.carters.com,15230,2945594000,2945594000,,,,,,,2025-01-23T14:08:52.421167+00:00
WWW,WWW,"Wolverine World Wide, Inc.",1806311520,USD,1806311520,1806311520,NYSE,22.56,true,"Wolverine World Wide, Inc. designs, manufactures, sources, markets, licenses, and distributes footwear, apparel, and accessories in the United States, Europe, the Middle East, Africa, the Asia Pacific, Canada and Latin America. The company operates through two segments, Wolverine Michigan Group and Wolverine Boston Group. It offers casual footwear and apparel; performance outdoor and athletic footwear and apparel; kids' footwear; industrial work boots and apparel; and uniform shoes and boots. The company sources, markets, and licenses a range of footwear styles, such as shoes, boots, and sandals under the Bates, Cat, Chaco, Harley-Davidson, Hush Puppies, Hytest, Keds, Merrell, Saucony, Sperry, Sweaty Betty, Wolverine, and Stride Rite brands. It also markets Merrell and Wolverine branded apparel and accessories, as well as licenses its brands for use on non-footwear products, including the Hush Puppies apparel, eyewear, watches, socks, handbags, and plush toys; Wolverine branded eyewear and gloves; and Keds, Saucony, and Sperry branded apparel. In addition, the company markets pigskin leather under the Wolverine Warrior Leather, Weather Tight, and All Season Weather Leathers trademarks for use in the footwear industry. Further, it operates brick and mortar retail stores, and eCommerce sites. The company sells its products to department stores, national chains, catalog and specialty retailers, independent retailers, uniform outlets, and mass merchant and government customers through retail stores, as well as through third-party licensees and distributors, and joint ventures. As of January 1, 2022, it operated 143 retail stores, as well as 65 consumer-direct eCommerce sites. Wolverine World Wide, Inc. was founded in 1883 and is based in Rockford, Michigan.",https://www.wolverineworldwide.com,4100,2242900000,2242900000,,,,,,,2025-01-23T14:08:53.239172+00:00
SVV,SVV,"Savers Value Village, Inc.",1800576128,USD,1800576128,1800576128,NYSE,11.26,true,"Savers Value Village, Inc. sells second-hand merchandise in retail stores in the United States, Canada, and Australia. It operates stores under the Savers, Value Village, Village des Valeurs, Unique, and 2nd Avenue banners. The company purchases secondhand textiles, including clothing, bedding, and bath items; shoes; accessories; housewares; books; and other goods from non-profit partners, then processes, selects, prices, merchandises, and sells them in its stores. It serves retail and wholesale customers. The company was formerly known as S-Evergreen Holding LLC and changed its name to Savers Value Village, Inc. in January 2022. Savers Value Village, Inc. was founded in 1954 and is based in Bellevue, Washington.",https://www.savers.com,22000,1500249000,1500249000,,,,,,,2025-01-23T14:09:21.428650+00:00
4012.SR,4012.SR,Thob Al Aseel Company,1732000000,SAR,1732000000,1732000000,SAU,4.33,true,"Thob Al Aseel Company develops, imports, exports, wholesales, and retails fabrics and readymade clothes. It operates through Thobs and Fabrics segments. The company offers thobes, pants, underwear, pajamas, and sleeping robes, as well as miscellaneous products, such as T-shirts, ehram products, and cotton socks. It also sells women's, men's, and children's fabrics and clothing products, as well as sewing supplements. The company operates through a chain of retail outlets under the Al-Jedaie brand. Thob Al Aseel Company was founded in 1970 and is headquartered in Riyadh, Saudi Arabia.",https://www.alaseel.com.sa,,532222366,532222366,,,,,,,2025-01-23T14:08:43.542390+00:00
DLTI.TA,DLTI.TA,Delta Israel Brands Ltd,1642176298,ILA,1642176298,1642176298,TLV,6566.0,true,"Delta Israel Brands Ltd. engages in the design, marketing, and sale of clothing and lingerie products in Israel. It offers lingerie for women, innerwear for men and children, home wear, sleepwear, sports and leisure clothing, children's clothing, socks, and footwear under the Delta and Fix brands. The company sells its products through company operated stores, as well as stores operated by external operators. It also sells its products to large retail chains, private stores, and small chains. The company was incorporated in 2020 and is based in Caesarea, Israel. Delta Israel Brands Ltd. operates as a subsidiary of Delta Galil Industries Ltd.",https://delta-israel.com,1020,945878000,945878000,,,,,,,2025-01-23T14:08:43.804377+00:00
KSS,KSS,Kohl's Corporation,1488321660,USD,1488321660,1488321660,NYSE,13.37,true,"Kohl's Corporation operates as a retail company in the United States. It offers branded apparel, footwear, accessories, beauty, and home products through its stores and website. The company provides its products primarily under the brand names of Apt. 9, Croft & Barrow, Jumping Beans, SO, and Sonoma Goods for Life, as well as Food Network, LC Lauren Conrad, Nine West, and Simply Vera Vera Wang. As of March 21, 2022, it operated approximately 1,100 Kohl's stores and a website www.Kohls.com. Kohl's Corporation was founded in 1988 and is headquartered in Menomonee Falls, Wisconsin.",https://www.Kohls.com,96000,17476000000,17476000000,,,,,,,2025-01-23T14:09:10.887503+00:00
GIII,GIII,"G-III Apparel Group, Ltd.",1380675582,USD,1380675582,1380675582,NASDAQ,31.46,true,"G-III Apparel Group, Ltd. designs, sources, and markets women's and men's apparel in the United States and internationally. The company operates through two segments, Wholesale Operations and Retail Operations. Its products include outerwear, dresses, sportswear, swimwear, women's suits, and women's performance wear; and women's handbags, footwear, small leather goods, cold weather accessories, and luggage. The company markets apparel and other products under the proprietary brand names, including DKNY, Donna Karan, Vilebrequin, Eliza J, Jessica Howard, Andrew Marc, Marc New York, Sonia Rykiel, Black Rivet, G-III Sports by Carl Banks, and G-III for Her; and licensed brands, such as Calvin Klein, Tommy Hilfiger, Karl Lagerfeld Paris, Levi's, Guess?, Kenneth Cole, Cole Haan, Vince Camuto, and Dockers. It has licenses with the National Football League, Major League Baseball, National Basketball Association, Major League Baseball, and National Hockey League, as well as approximately 150 U.S. colleges and universities. The company offers its products to department, specialty, and mass merchant retail stores. As of January 31, 2022, it operated 96 Vilebrequin retail stores; 60 DKNY and Karl Lagerfeld Paris stores; and 26 DKNY stores. The company also sells its products online. G-III Apparel Group, Ltd. was founded in 1956 and is headquartered in New York, New York.",https://www.giii.com,3500,3098242000,3098242000,,,,,,,2025-01-23T14:09:18.408486+00:00
BORG.ST,BORG.ST,Björn Borg AB (publ),1339906752,SEK,1339906752,1339906752,STO,53.28,true,"Björn Borg AB (publ), together with its subsidiaries, engages in the design, development, production, wholesale, and retail of underwear, sports apparel, footwear, bags, eyewear, and fragrances under the Björn Borg brand. The company operates through Wholesale, Consumer Direct, Distributors, and License segments. It offers underwear for men, women, and kids, as well as pajamas and socks through independent retailers, fashion and sports chains, department stores, Björn Borg stores, and e-commerce sites; and clothing collections for women and men through sports retailers, sports chains, department stores, Björn Borg stores, and e-commerce sites. The company also provides leisure and sports shoes for men and women through independent shoe retailers, shoe and sports chains, department stores, e-tailers, and Björn Borg stores, as well as through www.bjornborg.com; sports bags, backpacks, and suitcases, as well as wallets, gloves, and belts through bag retailers, sports shops, retail chains, department stores, shop-in-shops, Björn Borg stores, and e-commerce sites; and backpacks, gym bags, and duffle bags, as well as wallets, gloves, and belts through luggage and sporting goods shops, retail chains, department stores, shop-in-shops, Björn Borg stores, and e-commerce sites. Further, it offers spectacle frames and sunglasses through the licensee's distribution organizations, fashion stores, department stores, and Björn Borg stores. The company sells its products in Sweden, the Netherlands, Finland, Germany, Belgium, Norway, Denmark, England, Switzerland, the United States, Slovenia, France, and Canada. As of December 31, 2020, it operated 32 Björn Borg stores, including 29 group owned stores. The company was founded in 1984 and is headquartered in Solna, Sweden.",https://www.bjornborg.com,151,872261000,872261000,,,,,,,2025-01-23T14:08:41.949391+00:00
OXM,OXM,"Oxford Industries, Inc.",1334113970,USD,1334113970,1334113970,NYSE,84.97,true,"Oxford Industries, Inc., an apparel company, designs, sources, markets, and distributes products of lifestyle and other brands worldwide. The company offers men's and women's sportswear and related products under the Tommy Bahama brand; women's and girl's dresses and sportswear, scarves, bags, jewelry, and belts, as well as footwear and children's apparel and swimwear under the Lilly Pulitzer brand; and men's shirts, pants, shorts, outerwear, ties, swimwear, footwear, and accessories, as well as women and youth products under the Southern Tide brand. It also designs, sources, markets, and distributes premium childrenswear, including bonnets, hats, apparel, swimwear, and accessories through thebeaufortbonnetcompany.com and wholesale specialty retailers; men's apparel, which include pants, shorts, and tops through duckhead.com and wholesale specialty retailers. In addition, the company licenses Tommy Bahama brand for various products, such as indoor and outdoor furniture, beach chairs, bedding and bath linens, fabrics, leather goods and gifts, headwear, hosiery, sleepwear, shampoo, toiletries, fragrances, cigar accessories, distilled spirits, and other products; Lilly Pulitzer for stationery and gift products, home furnishing products, and eyewear; and Southern Tide trademark for bed and bath product. Oxford Industries, Inc. offers products through its retail stores, department stores, specialty stores, multi-branded e-commerce retailers, off-price retailers, and other retailers, as well as e-commerce sites. As of January 29, 2022, it operated 186 brand-specific full-price retail stores; 21 Tommy Bahama food and beverage locations; and 35 Tommy Bahama outlet stores. Oxford Industries, Inc. was founded in 1942 and is headquartered in Atlanta, Georgia.",https://www.oxfordinc.com,6000,1571475000,1571475000,,,,,,,2025-01-23T14:09:18.789991+00:00
